Brand Name,Generic Name,Number of Manufacturers,Total Spending,Total Dosage Units,Total Claims,"Total 
Beneficiaries",Average Spending Per Dosage Unit (Weighted),"Average 
Spending Per Claim","Average 
Spending Per Beneficiary","Outlier 
Flag",Change in Average Spending Per Dosage Unit (2017-2018)
Arestin,Minocycline HCl Microspheres,1,"$9,320,627.29","89,090","3,046","2,890",$104.62,"$3,059.96","$3,225.13",0,0.44%
Aricept,Donepezil HCl,1,"$4,998,280.09","308,262","6,098","1,291",$16.20,$819.66,"$3,871.63",0,1.09%
Arikayce,Amikacin Liposomal/Neb.Accessr,1,"$5,236,221.11","119,246",507,298,$43.91,"$10,327.85","$17,571.21",0, 
Arimidex,Anastrozole,2,"$3,943,965.54","164,871","3,186",670,$23.36,"$1,237.91","$5,886.52",0,51.58%
Aripiprazole,Aripiprazole,22,"$507,896,142.19","106,299,388","3,033,553","472,630",$4.82,$167.43,"$1,074.62",0,-27.43%
Aripiprazole ODT,Aripiprazole,3,"$4,234,576.23","139,775","3,766","1,006",$30.27,"$1,124.42","$4,209.32",0,11.06%
Aristada,Aripiprazole Lauroxil,1,"$112,281,871.00","146,091","49,845","8,336",$768.85,"$2,252.62","$13,469.51",0,5.90%
Aristada Initio,"Aripiprazole Lauroxil,Submicr.",1,"$512,454.96",641,267,262,$799.71,"$1,919.31","$1,955.93",0, 
Arixtra,Fondaparinux Sodium,1,"$865,591.60","4,561",207,39,$196.14,"$4,181.60","$22,194.66",0,0.91%
Armodafinil,Armodafinil,7,"$15,960,473.32","4,228,083","108,801","20,468",$3.81,$146.69,$779.78,1,-34.75%
Armonair Respiclick,Fluticasone Propionate,1,"$15,858.05",85,80,57,$185.20,$198.23,$278.21,0, 
Armour Thyroid,"Thyroid,Pork",1,"$13,689,079.02","16,327,353","259,263","57,435",$0.87,$52.80,$238.34,0,9.23%
Arnuity Ellipta,Fluticasone Furoate,1,"$50,499,565.72","7,707,839","205,316","55,174",$6.55,$245.96,$915.28,0,6.87%
Aromasin,Exemestane,1,"$2,614,908.90","73,961","1,483",305,$35.36,"$1,763.26","$8,573.47",0,14.27%
Arthrotec 50,Diclofenac Sodium/Misoprostol,1,"$492,473.92","61,521",670,162,$8.00,$735.04,"$3,039.96",0,13.85%
Arthrotec 75,Diclofenac Sodium/Misoprostol,1,"$1,525,182.13","189,413","2,055",467,$8.05,$742.18,"$3,265.91",0,14.57%
Arymo ER,Morphine Sulfate,1,"$609,144.25","68,836","1,213",365,$8.65,$502.18,"$1,668.89",0,11.66%
Arzerra,Ofatumumab,1,"$111,107.81",930,12, ,$119.00,"$9,258.98", ,1,1.67%
Asacol Hd,Mesalamine,2,"$49,774,726.76","5,897,990","38,289","8,020",$8.44,"$1,299.97","$6,206.33",0,9.95%
Ascomp With Codeine,Codeine/Butalbital/Asa/Caffein,1,"$1,588,482.81","1,088,306","12,948","2,624",$1.46,$122.68,$605.37,0,13.96%
Ashlyna,L-Norgest/E.Estradiol-E.Estrad,1,"$302,303.70","212,816","2,380","1,069",$1.42,$127.02,$282.79,0,0.13%
Asmanex,Mometasone Furoate,1,"$30,637,961.00","139,173","92,617","27,543",$221.11,$330.80,"$1,112.37",0,2.05%
Asmanex HFA,Mometasone Furoate,1,"$8,710,100.66","559,085","31,631","12,943",$15.52,$275.37,$672.96,0,2.98%
Aspirin-Dipyridamole ER,Aspirin/Dipyridamole,7,"$104,978,980.59","21,981,449","248,759","48,130",$4.77,$422.01,"$2,181.15",0,2.56%
Assure Id Insulin Safety,"Syringe,Needle,Insuln,Sf 0.5ml",1,"$2,040.24","8,340",82,46,$0.24,$24.88,$44.35,0,4.67%
Astagraf XL,Tacrolimus,1,"$368,384.28","55,912",526,88,$8.59,$700.35,"$4,186.19",0,-7.00%
Astepro,Azelastine HCl,1,"$176,782.08","33,661",858,352,$5.25,$206.04,$502.22,0,6.23%
Atacand,Candesartan Cilexetil,2,"$2,323,564.08","541,719","9,030","1,829",$4.33,$257.32,"$1,270.40",0,18.53%
Atacand HCT,Candesartan/Hydrochlorothiazid,2,"$850,379.92","168,850","3,072",613,$4.99,$276.82,"$1,387.24",0,13.68%
Atazanavir Sulfate,Atazanavir Sulfate,4,"$49,785,584.60","1,843,745","48,601","7,103",$29.32,"$1,024.37","$7,009.09",0, 
Atelvia,Risedronate Sodium,1,"$1,404,219.85","22,364","3,908",813,$62.79,$359.32,"$1,727.21",0,9.29%
Atenolol,Atenolol,16,"$82,378,055.92","699,638,992","9,007,281","1,992,831",$0.12,$9.15,$41.34,0,16.00%
Atenolol-Chlorthalidone,Atenolol/Chlorthalidone,2,"$19,691,730.78","35,023,288","546,542","125,810",$0.56,$36.03,$156.52,0,5.82%
Ativan*,Lorazepam,2,"$28,148,532.25","877,932","10,521","1,830",$31.59,"$2,675.46","$15,381.71",0,10.20%
Atomoxetine HCl,Atomoxetine HCl,7,"$36,582,942.06","6,310,292","159,237","29,355",$5.83,$229.74,"$1,246.23",0,-18.01%
Atorvastatin Calcium,Atorvastatin Calcium,25,"$881,065,067.26","3,278,641,007","51,749,992","11,863,298",$0.27,$17.03,$74.27,0,-3.69%
Atovaquone,Atovaquone,5,"$41,076,584.33","11,248,909","42,602","12,171",$3.65,$964.19,"$3,374.96",0,-4.85%
Atovaquone-Proguanil HCl,Atovaquone/Proguanil HCl,4,"$6,507,053.90","1,854,195","68,205","62,822",$3.51,$95.40,$103.58,0,-6.33%
Atralin,Tretinoin,1,"$49,884.20","3,960",85,30,$12.60,$586.87,"$1,662.81",0,0.65%
Atripla,Efavirenz/Emtricit/Tenofovr Df,1,"$324,568,993.02","3,520,457","110,418","13,577",$92.20,"$2,939.46","$23,905.80",0,7.23%
Atropine Sulfate*,Atropine Sulfate,5,"$6,623,798.81","783,564","141,287","89,495",$8.47,$46.88,$74.01,0,1.97%
Atrovent HFA,Ipratropium Bromide,1,"$125,574,328.96","4,451,191","279,816","85,109",$28.21,$448.77,"$1,475.45",0,8.68%
Aubagio,Teriflunomide,1,"$627,062,230.08","2,633,511","76,549","10,529",$238.11,"$8,191.64","$59,555.73",0,8.51%
Aubra,Levonorgestrel-Ethin Estradiol,1,"$1,355.63","2,268",69,17,$0.60,$19.65,$79.74,0, 
Aubra Eq,Levonorgestrel-Ethin Estradiol,1,$269.27,588,11, ,$0.46,$24.48, , , 
Augmentin,Amoxicillin/Potassium Clav,1,"$133,971.63","23,943",173,158,$4.55,$774.40,$847.92,0,-32.19%
Auryxia,Ferric Citrate,1,"$116,051,654.06","21,290,531","103,088","26,099",$5.45,"$1,125.75","$4,446.59",0,4.91%
Austedo,Deutetrabenazine,1,"$136,444,845.97","1,796,902","26,673","4,242",$74.40,"$5,115.47","$32,165.22",0,3.97%
Autoshield Duo Pen Needle,"Pen Needle,Dual Safety,Diabetc",1,"$12,152,643.50","17,750,639","176,028","44,940",$0.68,$69.04,$270.42,0,5.24%
Autoshield Pen Needle,"Pen Needle, Diabetic, Safety",1,"$10,683.92","22,523",156,87,$0.47,$68.49,$122.80,0,-0.80%
Auvi-Q,Epinephrine,1,"$5,963,921.73","2,466",997,895,"$2,418.20","$5,981.87","$6,663.60",0,7.06%
Avalide,Irbesartan/Hydrochlorothiazide,1,"$1,665,764.33","225,534","3,793",747,$7.43,$439.17,"$2,229.94",0,2.48%
Avandia,Rosiglitazone Maleate,1,"$1,127,940.72","211,814","2,966",671,$5.29,$380.29,"$1,680.98",0,4.38%
Avapro,Irbesartan,1,"$4,560,153.99","698,690","11,790","2,388",$6.60,$386.78,"$1,909.61",0,1.57%
Avastin,Bevacizumab,1,"$22,502,676.12","111,042","3,772",758,$202.65,"$5,965.71","$29,686.91",0,5.09%
Avc,Sulfanilamide,1,"$20,991.58","10,920",86,56,$1.92,$244.09,$374.85,0,0.44%
Aveed,Testosterone Undecanoate,1,"$475,879.56","1,302",431,144,$365.50,"$1,104.13","$3,304.72",0,13.02%
Avelox,Moxifloxacin HCl,2,"$59,052.39","1,958",141,70,$29.97,$418.81,$843.61,0,6.64%
Avelox IV,Moxifloxacin-Sod.Chloride(Iso),1,"$8,968.80","39,457",43,32,$0.23,$208.58,$280.28,0,4.55%
Aviane,Levonorgestrel-Ethin Estradiol,1,"$137,128.61","268,026","6,284","1,649",$0.51,$21.82,$83.16,0,6.55%
Avita,Tretinoin,1,"$10,596.04","3,590",84,45,$2.95,$126.14,$235.47,0,-4.76%
Avodart,Dutasteride,1,"$5,131,407.26","817,295","15,107","3,335",$6.28,$339.67,"$1,538.65",0,6.03%
Avonex,Interferon Beta-1a,1,"$269,699,741.38","39,049","35,051","4,203","$6,906.66","$7,694.49","$64,168.39",0,8.25%
Avonex,Interferon Beta-1a/Albumin,1,"$29,210,668.79","16,861","3,919",584,"$1,732.44","$7,453.60","$50,018.27",0,8.23%
Avonex Pen,Interferon Beta-1a,1,"$313,725,573.68","45,508","40,587","4,795","$6,893.89","$7,729.71","$65,427.65",0,8.00%
Avycaz,Ceftazidime/Avibactam,1,"$5,336,534.76","255,454","1,455",374,$20.89,"$3,667.72","$14,268.81",1,61.46%
Axert,Almotriptan Malate,1,"$11,743.93",259,24, ,$45.33,$489.33, ,1,6.04%
Axiron,Testosterone,1,"$497,116.09","78,300",731,431,$6.35,$680.05,"$1,153.40",0,0.83%
Aygestin,Norethindrone Acetate,1,"$7,082.71","1,576",38, ,$4.49,$186.39, ,0,3.91%
Azacitidine,Azacitidine,7,"$3,305,806.69","8,802",833,189,$374.78,"$3,968.56","$17,491.04",0,-2.84%
Azactam,Aztreonam,1,"$562,844.26","88,067","1,438",603,$6.17,$391.41,$933.41,1,9.12%
Azactam-Iso-Osmotic Dextrose,Aztreonam/Dextrose-Water,1,"$177,272.26","176,189",415,156,$0.98,$427.16,"$1,136.36",0,0.26%
Azasan,Azathioprine,1,"$1,436,069.05","125,100","2,000",555,$11.30,$718.03,"$2,587.51",0,6.71%
Azasite,Azithromycin,1,"$2,662,378.02","36,633","11,889","7,618",$72.68,$223.94,$349.49,0,4.93%
Azathioprine,Azathioprine,6,"$28,789,677.41","46,031,130","438,857","88,432",$0.63,$65.60,$325.56,0,1.74%
Azelaic Acid,Azelaic Acid,4,"$555,771.62","104,180","1,786","1,744",$5.33,$311.18,$318.68,0, 
Azelastine HCl*,Azelastine HCl,11,"$83,134,925.87","53,820,983","1,721,194","741,140",$2.19,$48.30,$112.17,0,-15.47%
Azelex,Azelaic Acid,1,"$1,366,580.20","104,251","2,513","1,370",$13.11,$543.80,$997.50,0,10.01%
Azilect,Rasagiline Mesylate,1,"$9,757,643.97","412,277","9,477","2,375",$23.67,"$1,029.61","$4,108.48",0,4.01%
Azithromycin*,Azithromycin,20,"$64,924,393.93","57,234,807","8,021,706","5,842,975",$1.16,$8.09,$11.11,0,2.09%
Azopt,Brinzolamide,1,"$186,176,295.32","6,490,473","518,782","143,654",$28.68,$358.87,"$1,296.00",0,7.99%
Azor,Amlodipine Bes/Olmesartan Med,1,"$6,846,933.73","690,204","14,114","2,994",$9.95,$485.12,"$2,286.89",0,7.08%
Aztreonam,Aztreonam,3,"$2,477,847.70","516,214","4,544","1,800",$5.61,$545.30,"$1,376.58",1,64.34%
Azulfidine,Sulfasalazine,1,"$413,504.07","243,232","1,001",253,$1.71,$413.09,"$1,634.40",0,14.02%
Azurette,Desog-E.Estradiol/E.Estradiol,1,"$54,428.14","58,912","1,358",350,$0.92,$40.08,$155.51,0,25.03%
B-D Single Use Alcohol Swab,Alcohol Antiseptic Pads,1,"$1,778.02","57,420",524,156,$0.03,$3.39,$11.40,0,-8.36%
BCG (Tice Strain),BCG Live,1,"$599,459.11","3,761","1,033",623,$159.39,$580.31,$962.21,0,6.99%
BCG Vaccine (Tice Strain),"BCG Vaccine, Live/PF",1,"$20,652.24",134,41,37,$154.12,$503.71,$558.17,0,5.41%
Bacitracin*,Bacitracin,3,"$9,881,388.24","841,115","103,584","67,509",$25.50,$95.39,$146.37,0,2.15%
Bacitracin-Polymyxin,Bacitracin/Polymyxin B Sulfate,1,"$465,629.38","105,181","28,668","22,078",$4.43,$16.24,$21.09,0,-4.32%
Baclofen,Baclofen,13,"$109,612,146.09","427,966,496","4,643,330","1,189,734",$0.25,$23.61,$92.13,0,-1.53%
Bactrim,Sulfamethoxazole/Trimethoprim,1,"$3,094.07","2,236",35,16,$1.38,$88.40,$193.38,0,0.96%
Bactrim Ds,Sulfamethoxazole/Trimethoprim,2,"$30,233.61","12,507",433,309,$2.33,$69.82,$97.84,0,-4.90%
Bactroban,Mupirocin Calcium,1,"$6,023.60","2,132",39,29,$2.83,$154.45,$207.71,1,-47.93%
Bactroban Nasal,Mupirocin Calcium,1,"$9,739.38",704,65,49,$13.83,$149.84,$198.76,1,25.09%
Balsalazide Disodium,Balsalazide Disodium,3,"$23,690,494.27","39,196,389","125,959","24,964",$0.60,$188.08,$948.99,0,-2.83%
Balziva,Norethindrone-Ethinyl Estrad,1,"$63,662.13","86,525","2,017",382,$0.74,$31.56,$166.65,0,2.33%
Band-Aid Gauze Pads,Gauze Bandage,1,"$1,410.72","11,991",210,151,$0.12,$6.72,$9.34,0,10.21%
Banzel,Rufinamide,1,"$91,108,803.97","7,016,521","28,707","2,519",$18.75,"$3,173.75","$36,168.64",0,10.69%
Baraclude,Entecavir,1,"$5,978,029.16","208,946","3,639",570,$41.44,"$1,642.77","$10,487.77",0,-2.38%
Basaglar Kwikpen U-100,"Insulin Glargine,Hum.Rec.Anlog",1,"$465,157,479.09","21,217,023","1,208,747","274,348",$21.92,$384.83,"$1,695.50",0,2.05%
Bavencio,Avelumab,1,"$498,625.60","3,080",37, ,$161.89,"$13,476.37", ,0, 
Baxdela*,Delafloxacin Meglumine,1,"$1,854,812.45","26,395","1,066",767,$71.01,"$1,739.97","$2,418.27",0, 
Bd Insulin Syringe,"Syringe And Needle,Insulin,1ml",1,$850.10,"3,490",57,16,$0.24,$14.91,$53.13,0,-0.07%
Bd Insulin Syringe Micro-Fine,"Syringe And Needle,Insulin,1ml",1,$634.98,"3,023",42, ,$0.21,$15.12, ,0,-1.49%
Bd Insulin Syringe Micro-Fine,"Syringe-Needle,Insulin,0.5 Ml",1,"$2,052.12","7,801",99,42,$0.26,$20.73,$48.86,0,-0.52%
Bd Insulin Syringe Ult-Fine II,"Syring-Needl,Disp,Insul,0.3 Ml",1,"$19,509.44","70,034",672,383,$0.28,$29.03,$50.94,0,2.46%
Bd Insulin Syringe Ult-Fine II,"Syringe And Needle,Insulin,1ml",1,"$55,349.55","198,743","1,883","1,045",$0.28,$29.39,$52.97,0,2.46%
Bd Insulin Syringe Ult-Fine II,"Syringe-Needle,Insulin,0.5 Ml",1,"$56,451.40","203,830","1,896","1,052",$0.28,$29.77,$53.66,0,1.91%
Bd Insulin Syringe Ultra-Fine,"Syring-Needl,Disp,Insul,0.3 Ml",1,"$8,136.04","28,890",285,171,$0.28,$28.55,$47.58,0,-0.38%
Bd Insulin Syringe Ultra-Fine,"Syringe-Needle,Insulin,0.5 Ml",1,"$20,425.76","74,084",721,335,$0.28,$28.33,$60.97,0,1.21%
Beconase Aq,Beclomethasone Dipropionate,1,"$2,144,580.53","181,775","5,474","1,825",$11.80,$391.78,"$1,175.11",0,6.06%
Bekyree,Desog-E.Estradiol/E.Estradiol,1,"$3,671.55","3,444",61,23,$1.07,$60.19,$159.63,0,40.90%
Belbuca,Buprenorphine HCl,2,"$24,623,484.96","2,998,319","52,775","15,989",$8.15,$466.57,"$1,540.03",0,12.21%
Beleodaq,Belinostat,1,"$454,016.31",244,15, ,"$1,860.72","$30,267.75", ,1,8.32%
Belladonna-Opium,Opium/Belladonna Alkaloids,1,"$340,863.31","13,677",749,424,$25.04,$455.09,$803.92,0,-1.86%
Belsomra,Suvorexant,1,"$79,276,233.40","6,974,535","220,206","56,312",$11.37,$360.01,"$1,407.80",0,10.91%
Belviq,Lorcaserin HCl,1,"$69,083.50","15,430",201,63,$4.48,$343.70,"$1,096.56",0,5.25%
Belviq XR,Lorcaserin HCl,1,"$25,424.65","2,850",73,29,$8.92,$348.28,$876.71,0,4.91%
Benazepril HCl,Benazepril HCl,13,"$28,322,826.40","213,060,992","2,858,330","632,535",$0.13,$9.91,$44.78,0,4.43%
Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,5,"$29,375,255.93","28,614,704","384,946","90,707",$1.03,$76.31,$323.85,0,-4.45%
Bendeka,Bendamustine HCl,1,"$2,102,477.28","3,290",240,78,$639.05,"$8,760.32","$26,954.84",0,4.81%
Benicar,Olmesartan Medoxomil,1,"$24,499,664.87","3,042,494","59,396","15,417",$8.15,$412.48,"$1,589.13",0,5.75%
Benicar HCT,Olmesartan/Hydrochlorothiazide,1,"$14,764,040.94","1,681,045","35,271","8,826",$8.80,$418.59,"$1,672.79",0,6.68%
Benlysta*,Belimumab,1,"$45,600,203.11","55,207","12,840","1,913",$842.61,"$3,551.42","$23,837.01",1,16.53%
Bensal HP,Salicylic Acid,1,"$97,511.69","3,192",77,45,$30.55,"$1,266.39","$2,166.93",0,1.62%
Bentyl*,Dicyclomine HCl,1,"$47,288.21","19,960",253,143,$9.05,$186.91,$330.69,1,348.88%
Benzaclin,Clindamycin Phos/Benzoyl Perox,1,"$105,896.35","12,230",257,120,$8.65,$412.05,$882.47,0,-3.76%
Benzamycin,Erythromycin/Benzoyl Peroxide,1,"$9,957.87","1,072",19,11,$9.29,$524.10,$905.26,1,5.28%
Benzonatate,Benzonatate,9,"$304,326.60","851,112","30,130","20,574",$0.35,$10.10,$14.79,0,-8.63%
Benztropine Mesylate*,Benztropine Mesylate,14,"$26,151,116.81","124,588,516","2,320,450","293,025",$0.22,$11.27,$89.25,0,-3.96%
Bepreve,Bepotastine Besilate,1,"$16,723,640.03","411,742","56,060","22,262",$40.62,$298.32,$751.22,0,10.27%
Berinert,C1 Esterase Inhibitor,1,"$36,184,189.12","12,473",755,90,"$2,901.00","$47,926.08","$402,046.55",0,0.15%
Besivance,Besifloxacin HCl,1,"$36,604,736.78","1,122,330","220,485","156,411",$32.61,$166.02,$234.03,0,10.19%
Besponsa,Inotuzumab Ozogamicin,1,"$1,814,947.48",94,22, ,"$19,307.95","$82,497.61", ,1, 
Betadine,Povidone-Iodine,1,"$2,216.84","3,466",82,61,$0.64,$27.03,$36.34,0,-20.23%
Betagan,Levobunolol HCl,1,"$23,504.09","1,826",161,67,$12.87,$145.99,$350.81,0,8.45%
Betamethasone Diprop Augmented,Betamethasone Dipropionate,1,"$768,385.63","354,337","7,881","4,553",$2.17,$97.50,$168.76,0,-0.87%
Betamethasone Diprop Augmented,Betamethasone/Propylene Glyc,8,"$25,947,705.30","20,938,879","400,925","230,193",$1.22,$64.72,$112.72,0,-4.48%
Betamethasone Dipropionate,Betamethasone Dipropionate,6,"$53,527,517.03","36,234,623","738,907","402,983",$1.52,$72.44,$132.83,0,-4.73%
Betamethasone Sod Phos-Acetate,"Betamethasone Acetate,Sod Phos",1,"$34,583.78","20,229",658,522,$1.71,$52.56,$66.25,1,155.17%
Betamethasone Valerate,Betamethasone Valerate,9,"$13,935,846.33","14,342,561","292,998","166,948",$0.91,$47.56,$83.47,0,3.59%
Betapace,Sotalol HCl,1,"$1,437,133.51","71,687",699,143,$19.90,"$2,055.98","$10,049.88",0,9.38%
Betapace Af,Sotalol HCl,1,"$535,461.60","43,095",431,80,$12.20,"$1,242.37","$6,693.27",0,8.03%
Betaseron,Interferon Beta-1b,1,"$209,434,353.04","403,452","27,554","3,222",$519.11,"$7,600.87","$65,001.35",0,6.78%
Betaxolol HCl*,Betaxolol HCl,4,"$2,519,811.05","861,062","34,030","8,709",$6.37,$74.05,$289.33,0,-0.69%
Bethanechol Chloride,Bethanechol Chloride,10,"$16,886,782.49","23,731,900","240,337","50,937",$0.71,$70.26,$331.52,0,-6.49%
Bethkis,Tobramycin,1,"$269,373.26","10,080",45,19,$26.72,"$5,986.07","$14,177.54",0,4.16%
Betimol,Timolol,1,"$5,968,045.43","247,323","31,771","10,847",$24.10,$187.85,$550.20,0,5.02%
Betoptic S,Betaxolol HCl,1,"$7,840,246.21","255,140","18,827","4,861",$30.73,$416.44,"$1,612.89",0,6.63%
Bevespi Aerosphere,Glycopyrrolate/Formoterol Fum,1,"$49,549,551.99","1,473,116","117,448","37,672",$33.64,$421.89,"$1,315.29",0,7.56%
Bevyxxa,Betrixaban Maleate,1,"$17,576.91","1,147",45,18,$15.32,$390.60,$976.50,1, 
Bexarotene,Bexarotene,4,"$62,515,119.27","353,891","3,282",538,$176.64,"$19,047.87","$116,199.11",0,-10.71%
Bexsero,"Meningococcal B Vaccine,4-Comp",1,"$286,451.01",798,"1,512","1,180",$358.96,$189.45,$242.76,0,20.87%
Beyaz,Drospir/Eth Estra/Levomefol Ca,1,"$53,243.04","7,336",190,27,$7.26,$280.23,"$1,971.96",0,13.84%
Bicalutamide,Bicalutamide,10,"$9,728,534.02","15,457,319","328,954","88,176",$0.63,$29.57,$110.33,0,0.21%
Bicillin C-R,Pen G Benz/Pen G Procaine,1,"$126,746.70","1,943",651,462,$65.25,$194.70,$274.34,0,13.22%
Bicillin L-A,Penicillin G Benzathine,1,"$3,151,882.95","38,761","5,125","2,851",$81.33,$615.00,"$1,105.54",0,13.86%
Bicnu,Carmustine,1,"$48,516.24","3,102",15, ,$15.64,"$3,234.42", ,1,-7.47%
Bidil,Isosorbide Dinit/Hydralazine,1,"$15,926,118.75","4,875,427","45,399","10,519",$3.27,$350.80,"$1,514.03",0,3.92%
Biktarvy,Bictegrav/Emtricit/Tenofov Ala,1,"$298,283,825.60","3,003,660","96,415","20,349",$99.31,"$3,093.75","$14,658.40",0, 
Biltricide,Praziquantel,1,"$617,274.91","7,253",367,256,$85.11,"$1,681.95","$2,411.23",0,1.88%
Bimatoprost*,Bimatoprost,3,"$4,333,364.32","115,814","26,785","7,337",$37.42,$161.78,$590.62,0,-2.60%
Binosto,Alendronate Sodium,1,"$1,103,642.94","22,212","3,877",976,$49.69,$284.66,"$1,130.78",0,3.02%
Bisoprolol Fumarate,Bisoprolol Fumarate,6,"$26,738,320.99","52,823,966","825,137","188,942",$0.50,$32.40,$141.52,0,5.05%
Bisoprolol-Hydrochlorothiazide,Bisoprolol/Hydrochlorothiazide,3,"$11,816,133.66","54,578,045","756,170","167,459",$0.22,$15.63,$70.56,0,31.21%
Bleomycin Sulfate,Bleomycin Sulfate,1,"$3,626.55",38,25,12,$93.47,$145.06,$302.21,1,67.01%
Bleph-10,Sulfacetamide Sodium,1,"$13,218.75",715,115,94,$18.49,$114.95,$140.63,0,9.25%
Blephamide,Sulfacetamide/Prednisolone,1,"$687,841.15","23,855","3,267","2,154",$28.83,$210.54,$319.33,0,21.72%
Blephamide S.O.P.,Sulfacetamide/Prednisolone,1,"$574,220.25","13,936","3,827","2,638",$41.21,$150.04,$217.67,0,11.42%
Blincyto,Blinatumomab,1,"$342,468.13",87,20, ,"$3,913.97","$17,123.41", ,1,358.49%
Blisovi 24 Fe,Norethindrone-E.Estradiol-Iron,1,"$132,834.61","92,124","1,944",559,$1.44,$68.33,$237.63,0,-12.89%
Blisovi Fe,Norethindrone-E.Estradiol-Iron,1,"$320,967.23","594,227","12,847","2,977",$0.54,$24.98,$107.82,0,0.47%
Boniva*,Ibandronate Sodium,2,"$1,102,079.59","5,941","2,520",803,$185.71,$437.33,"$1,372.45",0,0.88%
Bonjesta,Doxylamine Succinate/Vit B6,1,"$9,985.45",960,18,13,$10.40,$554.75,$768.11,1, 
Boostrix Tdap,"Diphth,Pertuss(Acell),Tet Vac",1,"$26,422,397.66","226,976","436,891","434,429",$116.43,$60.48,$60.82,0,8.30%
Bortezomib,Bortezomib,1,"$398,408.62",239,71,21,"$1,666.98","$5,611.39","$18,971.84",0, 
Bosulif,Bosutinib,1,"$88,435,745.26","525,890","7,669","1,081",$229.65,"$11,531.59","$81,809.20",0,1.16%
Botox,Onabotulinumtoxina,1,"$49,749,780.32","60,846","38,262","16,668",$914.70,"$1,300.24","$2,984.75",0,4.87%
Braftovi,Encorafenib,1,"$6,441,142.31","105,014",621,249,$61.34,"$10,372.21","$25,868.04",0, 
Breo Ellipta,Fluticasone/Vilanterol,1,"$1,159,269,757.70","201,250,123","2,797,723","645,197",$5.76,$414.36,"$1,796.77",0,6.87%
Briellyn,Norethindrone-Ethinyl Estrad,1,"$18,973.51","22,206",654,104,$0.85,$29.01,$182.44,0,10.81%
Brilinta,Ticagrelor,1,"$424,147,174.95","71,790,959","869,497","194,992",$5.91,$487.81,"$2,175.20",0,6.96%
Brimonidine Tartrate,Brimonidine Tartrate,4,"$102,671,388.83","16,475,556","1,734,806","417,713",$6.56,$59.18,$245.79,0,-5.65%
Brintellix,Vortioxetine Hydrobromide,1,"$65,496.64","6,120",187,101,$10.70,$350.25,$648.48,0,-0.56%
Brisdelle,Paroxetine Mesylate,1,"$208,029.71","32,106",812,198,$6.48,$256.19,"$1,050.66",0,7.28%
Briviact*,Brivaracetam,1,"$47,036,508.36","3,051,072","39,092","5,167",$17.74,"$1,203.23","$9,103.25",0,6.20%
Bromfenac Sodium,Bromfenac Sodium,1,"$3,429,209.83","50,272","22,286","11,179",$68.21,$153.87,$306.75,0,0.72%
Bromocriptine Mesylate,Bromocriptine Mesylate,5,"$12,281,852.02","3,754,553","49,765","8,530",$3.29,$246.80,"$1,439.84",0,-5.94%
Bromsite,Bromfenac Sodium,1,"$11,181,133.88","207,976","40,393","25,465",$53.76,$276.81,$439.08,0,7.05%
Brovana,Arformoterol Tartrate,1,"$19,336,665.13","2,263,965","30,601","6,716",$8.54,$631.90,"$2,879.19",0,7.69%
Bss,Balanced Salt Irrig Soln No.2,1,"$4,931.10","5,051",139,35,$0.98,$35.48,$140.89,0,8.29%
Budesonide EC,Budesonide,12,"$135,852,087.27","18,513,921","232,017","62,983",$7.35,$585.53,"$2,156.96",0,-22.41%
Budesonide ER,Budesonide,2,"$7,684,477.92","167,541","4,863","2,482",$45.80,"$1,580.19","$3,096.08",0, 
Budesonide*,Budesonide,7,"$57,000,631.49","17,227,139","230,849","44,008",$3.31,$246.92,"$1,295.23",0,-7.73%
Bumetanide*,Bumetanide,12,"$104,302,635.42","120,162,746","1,756,774","387,821",$0.86,$59.37,$268.95,0,2.99%
Bunavail,Buprenorphine HCl/Naloxone HCl,1,"$1,069,942.73","105,816","3,040",416,$10.09,$351.95,"$2,571.98",0,1.90%
Bupap,Butalbital/Acetaminophen,1,"$285,245.59","28,915",412,118,$9.86,$692.34,"$2,417.34",0,-26.02%
Buphenyl,Sodium Phenylbutyrate,1,"$4,083,563.88","125,670",193,27,$33.47,"$21,158.36","$151,243.11",0,8.10%
Bupivacaine HCl,Bupivacaine HCl,1,"$1,812.22","33,647",164,78,$0.05,$11.05,$23.23,0,16.57%
Bupivacaine HCl,Bupivacaine HCl/PF,2,"$7,016.85","63,897",623,432,$0.12,$11.26,$16.24,0,25.86%
Buprenex,Buprenorphine HCl,1,"$1,092,785.79","71,715",313,31,$15.24,"$3,491.33","$35,251.15",0,1.28%
Buprenorphine,Buprenorphine,2,"$36,676,237.91","409,312","101,080","26,930",$89.28,$362.84,"$1,361.91",0,-0.50%
Buprenorphine HCl*,Buprenorphine HCl,9,"$14,569,324.83","9,568,890","171,637","22,283",$1.53,$84.88,$653.83,0,1.17%
Buprenorphine-Naloxone,Buprenorphine HCl/Naloxone HCl,11,"$47,517,489.09","10,796,681","270,080","34,705",$4.46,$175.94,"$1,369.18",0,-10.65%
Bupropion HCl,Bupropion HCl,11,"$25,029,931.93","53,262,085","699,748","167,309",$0.47,$35.77,$149.60,0,-4.11%
Bupropion HCl SR,Bupropion HCl,13,"$75,808,366.98","190,803,189","2,453,518","561,548",$0.40,$30.90,$135.00,0,10.95%
